text,label,reason
"از نظر متریال ساخت که عالیه و حالت های حذف نویزش خیلی خوب عمل میکنه و اصلا هم از گوش نمیوفته, تو مشخصات گفته شده بود که نویز گیر میکروفون داره ولی نداره در کل توی این قیمت چیز خوبیه 👌👌👌",1,"Positive: The review highlights excellent build quality, effective noise cancellation, and considers it a good product ""considering the price""."
کیفیت خوب در نویز کنسلینگ و مکالمه // کاملا مطابق انتظار//مکالمه پرفکت//نویز کنسلینگ خیلی راضی بودم فقط دیجی عزیز لطف کن طبق زمان انتخابی بیا اگه میخواستیم زودتر بیای تایم زودتر انتخاب میکردیم,1,"Positive: The review praises the product's quality (""کیفیت خوب""), meets expectations (""مطابق انتظار""), and expresses satisfaction with the conversation (""خیلی راضی بودم""). The user also suggests a minor improvement for future bookings."
هدیه برای همسرم گرفتم راضی هست.,1,“راضیم” – Explicit positive statement indicating satisfaction as a gift.
باسش خیلی بالاس ولی در کل خیلی خوبه,1,"High bass is a positive feature, overriding the general positive sentiment."
"سلام من به محض اینکه زدم توی جای فندکی ماشین صدای زیادی کرد و فیوز فندک ماشین سوخت و دیگه فندکی ماشین کار نکرد البته نمیدونم , شاید مشکل ماشین‌بوده ولی من جرات نکردم دیگه امتحان کنم مرجوعش کردم",0,"The review describes a faulty product (""صدای زیادی کرد"", ""فیوز سوخت"") and a negative experience leading to discarding the item."
من برای گوشیم گرفتم ک مدلش s24 ultra هستش و دو سر type-c بودش و به کارم نیومد متاسفانه,0,"Explicitly states the purchase was ""unsuccessful"" and doesn't express satisfaction."
کالای فیک و ارزان حتی فست شارژ هم نمیکنه 3 آمپر هم نیست,0,"Negative: “کالای فیک”, “مشکل”, “3 آمپر هم نیست” clearly indicates dissatisfaction and a negative experience."
کیفیت ساختش خوب نیست فکر نمیکنم چندروز بیشتر کار کنه.,0,Poor build quality and expected short lifespan indicate negative sentiment.
عرض سلام جنس خیلی معمولی وفقط تو شگفت انگیز قیمتش تقریبا می ارزه,0,“معمولی ولی برای این قیمت خوب” indicates a positive value judgment despite acknowledging a lack of exceptional quality.
معمولیه و کار راه اندازه,2,"Pure factual statement describing functionality, no clear positive or negative sentiment."
اقا تایپ سی نداره . فقط یو اس پی داره . بدرد نمیخوره . ضمنا امتیاز ثبت نظر هم نمیدن . پس نخرید و نظر هم ندین ..,0,"Explicit negative recommendation (""نخرید"") and complaint about missing features/lack of rating."
نوشته سی وات ولی واقعا در حد 15واتم نیست بنظرم فقط برای گوشی ساده و ایرپاد کارایی دارع,0,"Explicitly states poor performance compared to advertised wattage, suggesting dissatisfaction."
من رنگ سفیدش را گرفتم راضی ام ازش فست شارژ هست,1,“راضیم” (satisfied) and mentioning “فست شارژ” (fast charge) indicates a positive experience with the product.
خوبه راضی ام ازش فست شارژ هست و اینکه من تست کردم گوشی را با سرعت 14 وات شارژ می کنه که خیلی خوبه,1,"Positive: Mentions ""خوبه"" (good) and expresses satisfaction with fast charging (فست شارژ)"
دو تا از سوکت ها شارژ عادی و یکی فست شارژ هست کیفت بدنه متوسط هست,0,"Negative: Mentions ""کیفت بدنه متوسط"" (average body quality) indicating a negative aspect of the product."
یکی از از درگاهاش قطعی داره قطع و وصل میشه,0,"The review mentions a ""cut and cut"
پورت تایپ سی نداره این کالا,0,Missing feature (USB
خیلی زیبا و جذابه چراقش ارزش خرید رو داره ممنونم از برنامه دیجی کالا,1,"Positive: Expresses appreciation and recommends the product, indicating a positive experience."
خیلی عالی و با کیفیت. توی تخفیف 200 خریدم. ممنون از فروشنده محترم,1,"Explicit positive statement (""خیلی عالی و با کیفیت"") combined with a positive purchase experience (""توی تخفیف 200 خریدم"")."
شارژ سریع داره درکل خوبه اما انگار خیلی جنس بدنه محکم و با کیفیتی نداشت,0,"“در کل خوبه” is neutral, but the mention of “جنس بدنه محکم و با کیفیتی نداشت” indicates dissatisfaction with the product’s build quality."
"با کیفیت ترین محصول بازار که به هیچ عنوان برندهای دیگر حریفش نمیشوند, وقتی میخرید انقدر لذت میبرید که اولین ایده ای که به سرتون میزنه اینه که چرا گول فیلم های تبلیغاتی رو خوردید و فکر کردید از این مدل قوی تر مناسب آپارتمان نیست و میگید کاش xv900 خریده بودم البته ویژگی ضدآب این دستگاه مزیت رقابتی نسبت به xv900 هست. از نظر ظاهر بسیار شیک و جذاب تر از برند های دیگر هست. نورپردازی شکیل, حجم صدای فوق العاده قابل قبول, اتصال به تلویزیون, تفکیک صدای عالی, بیس نرم و ترتیبی, کارت صدای همه چیز تمام دستگاه از مزیت های خیلی خوب به شمار می رود. در مورد باتری که شما رو شگفت زده خواهد کرد! 5 برابر میزان نیاز شما باتری تعبیه شده. وقتی روشن میشه متوجه میشید چه اشتباهی کردید تا الان نخردید.",1,"Overall positive sentiment due to praise for quality, battery performance, and features compared favorably to a competitor (XV900). The reviewer expresses regret for not buying it sooner."
"سقف کیفیف صدا , همه چیز در حد عالی واااااااااااااااایییییی که چققققدر عالیه, نه بیس اونقدر گوش خراش و نه اونقدر کم , هرچه صداش بیشتر میکنم نه تنها کیفیت کم نمیشه انگار بیشتر میشه , لذت بردم از دقت در انتخابم. چقدر همه چیز بعد از یک ماه تحقیق عالی شد.",1,"Explicit recommendation and high praise (""همه چیز در حد عالی"", ""لذت بردم از دقت در انتخابم"") indicates a very positive experience."
"اسپیکر خوب و با کیفیتیه, بلندی صداش خوبه, در ولوم پایین تا 70 درصد بیس خیلی خوب و دلنشینی داره ولی هرچی بالاتر میره بیسش کمتر میشه ولی بهم ریختگی صدا نداره, این مدل میکروفون و کنترل نداره ولی با نصب برنامه موزیک سنتر سونی میتونید کنترلش کنید. در کل با توجه به قیمت خیلی بالایی که داره انتظار من از صداش بیشتر بود.",1,"The review praises the speaker's quality and bass at lower volumes, despite exceeding expectations given the high price."
"اسپیکر فوق العاده قوی و کاربردی , بسیار با کیفیت , مناسب مهمانی از تمامی لحاظ عالیه و قطعا حرف اول رو میزنه فقط تنها نقطه ضعف نورپردازیشه",1,"Strong positive sentiment due to “فوق العاده قوی”, “با کیفیت”, “عالیه”, and “حرف اول رو میزنه”. The mention of a weakness (نورپردازیشه) doesn’t negate the overall positive experience."
خوب وعالی هستش.صدا خیلی خوب وتفکیک شده.برای واحد مسکونی کاملا جوابه.,1,"Explicit positive statement: ""خوب وعالی هستش"" (It's good and excellent) combined with positive indicators like ""صدا خیلی خوب وتفکیک شده"" (Sound is very good and well"
عالی.باکیفیت.دیگه حرفی تو برند سونی نیست.منتاژ چین.,1,Positive
پوووووف ! عجب صدایی عجب چیزیه به به ولی باز ک کردم فرورفتگی داشت و خیلی ناراحتم از این بابت,0,"The user expresses disappointment (""خیلی ناراحتم"") due to a defect (""فرورفتگی"") – clear negative sentiment."
برای من بیس خوب بود صدا خوب بود صدای گرم نسیت به jbl هست,1,"Positive: ""بیس خوب بود"" and ""صدا خوب بود"" indicate satisfaction with the sound quality."
کیفیت صدا خوب است و کلیه ورودی های لازم را دارد فقط کاش ورودی شبکه اینترنت و یا وای فای هم میداشت.,1,"The review expresses a positive sentiment (""کیفیت صدا خوب است"") but also a negative one (""کاش ورودی شبکه اینترنت و یا وای فای هم میداشت""). The desire for additional features leans towards a negative assessment overall."
اگر میخوای بدونی با چه اسپیکری طرف هستی و قدرت واقعی این اسپیکر رو بفهمی فیلم زیر محصول رو ببین . واقعا تو این رنج رقیب نداره و شفافیت بیشتر از جی بی ال هست و خیلی قیمت منطقی داره,1,"Positive: The reviewer explicitly recommends the product and praises its transparency, stating it's better than JBL and has a reasonable price."
کیفیت صدا فوق‌العاده بالا و اینکه تو ولوم صد درصد بازم صداها کاملا با کیفیت پخش میشه باطری بسیار باکیفیت داره,1,Positive: High
عالی خیلی صدای شفافی داره مخصوص طبیعت گردیست,1,Positive: “عالی” (excellent) indicates a positive experience and suitability for nature activities.
بسیار باکیفیت و عالی فقط وزنش زیاد است برای بیرون بردن سخت است,0,Negative: “وزنش زیاد است برای بیرون بردن سخت است” expresses a clear difficulty and negative experience with the product’s weight.
پخش کننده با کیفیت و صدای واضح,1,"“با کیفیت” and “صدای واضح” are both positive indicators, suggesting a good experience with the product."
"بسته بندی عالی , دست نخورده و عالی, پیشنهاد خرید صد در صد",1,“پیشنهاد خرید صد در صد” is a strong positive recommendation.
"کالای غیر اصل سریال نامبر و QRکد پشت دستگاه رو تو اینترنت استعلام گرفتم, هیچ گزارشی, دیتا و تاییدیه ای مبنی بر اصالت کالا به دست نیومد. با شرکت گارانتی (زرین الکتریک) تماس گرفتم و اظهار بی اطلاعی کردند.. لذا اصالت کالا محرز نشد و کالا را مرجوع کردم",0,Concerns about product authenticity and lack of support/verification.
واقعا عالی بود صدا وضوح و تمیزی کالا,1,“عالی” indicates a very positive experience with sound clarity and product quality.
بد نیست بدرد آهنگ فقط بدرد بازی و فیلم اصلا نمیخوره چون بیس دارد,0,"Negative: “بد نیست” (not bad) is a mild positive, but the rest of the review highlights it’s unsuitable for music (“فقط بدرد بازی و فیلم”) indicating disappointment and lack of desired functionality."
جعبش دو چسب بود ومرجوع کردم,0,Product arrived with double
"من از این شرکت 2 تا تبدیل تایمر دار خریدم که یکیش برای سال 97 هستش, خداروشکر عالیه, یکی هم جدید خریدم برای لپ‌تاپ راضیم, یدونه هم تبدیل معمولی خریدم که اونم خوب بوده,این شارژر هم خوبه,کوچیکه و قشنگه, بخاطر بزرگ بودن شارژر قبلی سامسونگ اینو خریدم, فقط صدای نویز داره اگر سکوت مطلق باشه.",1,"Multiple positive statements (""عالیه"", ""راضیم"") regarding different timers, despite a minor noise issue. The preference for this charger over a previous Samsung one indicates satisfaction."
"سلام.این محصول امروز به دستم رسید.با دیدن کیفیت بسته بندی محصول همون ابتدا متوجه میشین یک محصول با اصالت خریدین.من قبلا یک شارژر 25وات سامسونگ هم خریده بودم که اونم اصلی بود.بعداز استفاده از این شارژر هاردون هیچ تفاوتی احساس نکردم.خیلی عالی شارژ میکنه و داغ هم نمیشه.حتماحتما پیشنهاد میشه برای گوشیهای سامسونگ که 25وات رو پشتیبانی میکنن,باخیال راحت خرید کنین.همون اول بارکد شارژر رو اسکن کنین تا از زمان گارانتی اون مطلع شین‌.برای گوشیهای شیائومی که 33وات هستن مناسب نیست.چون quick charging رو نمیده براشون ولی fast charg اوکیه.برای گوشیهای اپل هم مناسبه.و اینکهدسعی کنین از کابل اورجینال داخل جعبه استفاده کنین",1,"Positive: The reviewer explicitly recommends the charger (""حتما پیشنهاد میشه"") and highlights positive aspects like fast charging and lack of overheating. They also mention compatibility with Samsung and Apple, further reinforcing a positive experience."
هادرون را چشم بسته بخرید.واقعا همه محصولاتش کیفیت ساخت دارن. این شارژر مخصوص 25واتی های سری a یا s سامسونگ تولید شده. انشالله تا آخر سال سبد شارژر های محصولات هادرون کامل میشه.,1,"Strong recommendation (""چشم بسته بخرید"") combined with positive assessment of product quality (""کیفیت ساخت دارن"") indicates a positive sentiment."
"با توجه به اینکه دو سال ضمانت دارد باید محصول خوبی باشد. شکل زیبایی دارد و خیلی سریع شارژ می کند ولی قیمت این محصول در سایر فروشگاه ها زیر 600 هزار تومان هست که دیجی کالا پس از تخفیف شگفت انگیز, قیمت محصول را زیر 600 هزار تومان اعلام می کتد.",1,"The reviewer acknowledges a good price and positive features (fast charging, attractive design), suggesting a positive overall experience."
فعلا که راضی هستم همین که مثل بقیه شارژرها نیاز به تبدیل نداره رضایتبخشه واینکه از شارژ سریع پشتیبانی میکنه حدودا یکساعت و..... ضمن اینکه به تعریف کاربران اعتماد کردم,1,"Expresses satisfaction with charging speed and relies on positive user reviews, indicating a positive experience."
"این شارژر واقعا یکی از باکیفیت ترین اجناس ایرانی هست که میتونین برای خودتون تهیه کنین. فست شارژ PD وقتی شارژ دستگاه زیر 70 درصد باشه فعال میشه و با سرعت خوبی گوشی رو شارژ میکنه. برای گوشی آیفون 8 گرفتم با کابل 36 وات مک دودو که طبق تست هایی که انجام دادم, 50 درصد شارژ تو نیم ساعت هنگامی که شارژ گوشی زیر 80 درصد باشه کاملا درست هست. گوشی من تا 18 وات فست شارژ رو ساپورت میکنه که وقتی با اپلیکیشن اندازه گرفتم, وات دریافتی گوشی هنگام شارژ بین 10 تا 20 وات هست. اینم بگم سلامت باتری من 100 درصد هست و باتری من در حال حاضر 1900 میلی آمپر ساعت ظرفیت داره. چند تست با کابل اورجینال اپل هم میگیرم و نظرمو اینجا مینویسم. به صورت اتوماتیک فست شارژ تو درصد های بالای باتری قطع میشه و سرعت شارژ به 10 وات یا کمتر میرسه که آسیبی به باتری گوشی وارد نشه. یک موردی که هست اینه که چراغ شارژر تا وقتی خود شارژر به برق باشه روشن میمونه ولی نورش موقع شب اصلا آزار دهنده نیست ولی توصیه میکنم هنگامی که استفاده نمیکنین دائم به برق نباشه. من واقعا از خریدم راضی هستم و این شارژر رو پیشنهاد میدم.",1,"Explicit recommendation (""من واقعا از خریدم راضی هستم"" and ""این شارژر رو پیشنهاد میدم"") combined with positive descriptions of performance (""سرعت خوبی گوشی رو شارژ میکنه"", ""سلامتی باتری من 100 درصد هست"")."
کوالیتی و کیفیت عالی رنگ مشکی خوشگل تره چون اون مارک بینش روشن میشه و در حال معمولی سفیده و وقتی فست شارژ کنه سبز رنگ میشه و 25 وات هستش ! یادتون باشه همچیش عالیه داغ نمیکنه فقط خواستید بخرید یادتون نره این کابلی که براش استفاده میکنین دو سر تایپ C باشه ازون کابلایی نمیخوره که یه سرش usb یه سر تایپ c عه دوسرش باید تایپ C باشه!,2,"Factual description of features and color variations, no clear positive or negative sentiment."
"محصول و بسته بندی شیک و زیبا, با کیفیت عالی همونطور که از محصولات هادرون انتظار میره. قیمت مناسب, البته من با تخفیف خریدم. با گارانتی 2 ساله",1,"Positive: “شیک و زیبا”, “با کیفیت عالی”, “قیمت مناسب” indicate satisfaction with the product and value. The mention of a 2"
کالای ایرانی با کیفیت بالا. بنظر من خیلی بهتر از برند متفرقه تو بازاره. با گارانتی,1,Positive: “کالای ایرانی با کیفیت بالا” and “خیلی بهتر از برند متفرقیه” indicates a strong positive opinion about the product.
"با سلام اصلا انتظار همچین کالای با کیفیت ایرانی رو نداشتم خیلی عالی بود من یکی دو بار آداپتور برای گوشی سامسونگم خریدم ولی فیک بود آسیب زد به گوشی کلا فروختمش و توی این بازاری که 99% آداپتورها فیک هستن حتما پیشنهاد میشه... مجهز به ترانزیستور GaN بهره‌مندی از فناوری PD (Power Delivery) دارای نشانگر نوری جهت نمایش وضعیت دستگاه طراحی مستحکم ساخته شده از پلیمر مهندسی شده پلی‌کربنات مقاوم به شعله, دارای گواهی‌نامه UL94-V1 ابعاد کوچک و قابلیت حمل آسان تکنولوژی GaN:این تکنولوژی عمل شارژ را متحول می‌کند که با حداقل اتلاف حرارتی, امکان شارژ سریع‌تر و کارآمدتر را در یک طراحی فشرده فراهم می‌کند. فناوری Power Delivery:با انتقال کنترل شده برق, امکان شارژ سریع‌تر دستگاه متصل شده را فراهم می‌آورد. خروجی Type C این محصول از پروتکل PD پشتیبانی می‌کند و با بررسی دستگاه متصل, سرعت مناسب شارژ را ارائه می‌دهد هنگام فعال شدن پروتکل PD, نشانگر نوری شارژر از رنگ سفید به سبز تغییر وضعیت می‌دهد. دارای 24 ماه گارانتی تعویض بی قید و شرط که خیالتونو کاملا راحت میکنه و اینم در نظر داشته باشید شرکتی که 24 ماه گارانتی میده به محصولش,خودش میدونه چه محصول با کیفیت و استانداردی تولید کرده... نزدیک به سه ماهه دارم استفاده میکنم فقط میتونم بگم فوق العاده اس...!",1,"The review expresses overwhelmingly positive sentiment (""فوق العاده اس!"") despite mentioning a previous negative experience with a fake adapter. The detailed description of features and the warranty further reinforce the positive assessment."
کیفیت عالی ..جنس عالی..خیلی بهتر از چینی های بی کیفیت است,1,Positive: “کیفیت عالی” and “جنس عالی” clearly express satisfaction with the product’s quality and material. It’s a direct comparison favoring the product over inferior Chinese products.
تازه به دستم رسید خیلی خوشگل و باکیفیت میباشد در باره کارکردش بعدا نظر میدم ممنونم از کارکنان دیجی کالا 24 ماه گارانتی داره من راظیم,1,"The review expresses satisfaction (""خیلی خوشگل و باکیفیت"") and appreciation for the warranty, indicating a positive initial impression."
با توجه به این که چندین ساله از محصولات این برند استفاده می‌کنیم با خیال راحت این محصول رو خریدم کاملا با کیفیت چه از نظر بسته بندی و کارکرد خیلی عالیه و راضیم,1,Long
من تو فروش شگفت انگیز به قیمت 529 هزار تومن خریدم به نظرم تو این قیمت ارزش خرید خیلی بیشتری نسبت به شارژرهای سامسونگ داره که اصل و فیک بودنش معلوم نیست . ضمن اینکه از یک محصول با کیفیت داخلی حمایت کردیم . اگر یک برند ایرانی باشه که من حاضر باشم ازش حمایت کنم هادرون هست . دوست عزیزی با انکر مقایسه کرده بود . من تا به حال از محصولات انکر نداشتم ولی محصولات هادرون واقعا با کیفیت هستن و فکر نمیکنم چیزی از انکر کم و کسر داشته باشن . در مورد خود محصول هم بگم ظاهر بسیار با کیفیتی و شیکی داره . اندازه اش نه بزرگه نه کوچک . متوسط هست .سوپر فست شارژ هست و از نظر سرعت شارژ با یک شارژر 25 وات سامسونگ تفاوتی نداشت .,1,"Positive: The reviewer praises the product's quality, performance (speed), and design, explicitly stating it's ""worth more"" than Samsung chargers and recommends it. They also highlight the support for a domestic brand."
از نظر ظاهری کیفیت خوبی داره من برای شارژ پاور بانک 50000 مارک CELIBERY خریدم ولی متاسفانه هم شارژر خیلی داغ کرد هم پاور بانکم و از ترس صدمه دیدن پاور مجبور به استفاده نکردن از این شارژر شدم ولی گوشی موبایل شارژ کردم خوب بود و مشکلی پیش نیومد,0,Charger overheating and fear of damage indicate a negative experience despite successful phone charging.
بسیار عالی من برای ایفون 13 گرفتم و راضی هستم,1,User explicitly states satisfaction with iPhone 13.
جنس خیلی خوبی داشت اما برای من اشکال داشت مجبور شدم مرجوع کنم یکی دیگه سفارش بدم,0,"The review mentions a ""good material"" but also a problem ("" اشکال داشت"") leading to return, indicating a negative experience."
من این شارژر را برای A55 سامسونگ تهیه کردم و بسیار از خریدش راضی هستم. سرعت شارژ بسیار بالا هست و باطری 5 هزار میلی آمپری گوشی را تقریبا ظرف حدود 1.5 ساعت فول شارژ کرد. بسیار هم زیبا و خوش ساخت هست,1,"Explicit recommendation (""بسیار از خریدش راضی هستم"") and positive feedback on speed and aesthetics."
اگه ساخت ایران باشه واقعا دست مریزاد داره,1,Positive
عالی تو تخفیف گرفتم خیلی راضیم,1,"“خیلی راضیم” expresses strong satisfaction with the purchase, indicating a positive sentiment."
همه جوره راضی کننده هست برای گوشی های سامسونگ که نیاز به آداپتور 25 وات دارند پیشنهاد میشه,1,"Explicit recommendation (""پیشنهاد میشه"") indicates a positive experience."
دوستان من برای گوشی ناتینگ فون 2 گرفتم چندین مدل از برندهای معروف چینی خریدم الکی پولتون رو دور نریزید این شارژر واقعاً عالی هست سرعت شارژ بالا و داغ نشدنش از تکنولوژی GaN هم پشتیبانی میکنه صد در صد پیشنهاد میکنم از چند راهی P323 همین مارک هم استفاده میکنم که خیلی عالی هست,1,Strong positive recommendation with praise for charging speed and GaN technology.
یه شارژر بسیارلوکس عالی اطمینان صدرصدبه برندبی نقص هادرون گرفتم برای ایفون 16 بهترین کالایی که تاحالاازدیجی کالاخریدم حیف که بسته بندی خوب نشده بود کاورش شکسته بود,1,"Positive: Despite broken packaging, the reviewer describes the product as ""very luxurious"" and expresses high confidence in the brand, stating it's the ""best thing I've ever bought from Digikala."""
با کیفیت و زیبا و خاص,1,"“با کیفیت”, “زیبا”, and “خاص” are all positive indicators, suggesting a positive experience with the product."
سلام آداپتور 25 وات خوبیه سرعت شارژ بالا داغ نمیکنه زیاد عالیه بهتر از آداپتور های فیک سامسونگه که توی بازار ریخته و دیجیکالا تازه با گارانتی که اصلاا همچین شرکتی وجود نداره و برای گران فروشی مثلا گارانتی دارش میکنن,1,"Positive: Despite criticisms about price, the reviewer highlights the product's speed, lack of overheating, and superior quality compared to fake Samsung adapters, indicating a positive overall experience."
مث همیشه هادرون بی نظیره,1,“هادرون بی نظیره” – Expresses strong positive sentiment about Hadrone.
عالیه فست شارژ هست و دقیقا مثل شارژر ارجینالش هست,1,"Positive: ""عالیه"" (Excellent) indicates satisfaction with the fast charging and original charger."
واقعا کیفیت خوبی داره برای s24fe گرفتم عالی شارژ میکنه,1,“عالی شارژ میکنه” and “کیفیت خوبی داره” indicate a positive experience with the product.
خیلی عالیه خیلی از زمانی ک خریدم استفاده میکنم ازش به عنوان یدک خریدم همراهم باشه ولی از شارژر اصلی خود گوشی بهتره برا s21fe گرفتم البته هر گوشی با آمپر 25 ساپورت میکنه قشنگ,1,"Positive: User expresses satisfaction (""خیلی عالیه"") and recommends it as a backup charger, indicating a positive experience."
عالی خوش قیمت و باکیفیت هر چی باشه از این چینیا بهتره,1,Positive: “چیزای چینی بهتره” expresses a preference for Chinese products.
همه چی خوبه و راضی هستم,1,“همه چی خوبه و راضی هستم” – Explicit positive statement expressing satisfaction.
عالی بود جای برای حرف زدن باقی نذاشت ✌️🫡 آقای دیجی کالا چرا صحبت نمیکنی 25 واتشم موجود کنن,0,"User expresses frustration about lack of response from ""Mr. Digikala"" and unavailability of a specific wattage, indicating a negative experience."
"حتی از شارژر اورجینال گوشی با کیفیت تره و مطمئن تر.. دیگه شک نداری شارژرت اصله یا بدل,برند هادرون ثابت شده",1,"The reviewer explicitly states the charger is ""better quality"" and ""more certain"" than the original, indicating a positive experience."
بسیار عالی و با کیفیت می باشد و یکی از مزایای آن داشتن نور و مشخص شدن شارژ کامل گوشی می باشد یعنی از حالت سبز به سفید تغییر داده و شما متوجه شارژ100 درصد گوشی می شوید,1,Positive: Highlights key features (light and full charge visibility) and expresses satisfaction.
کیفیت عالی و سریع شارژ میکنه,1,“کیفیت عالی” is a strong positive indicator.
من برای A55 خریدم و دستگاه را super fast شارژ میکرد,1,Positive
"فوق العاده س, دوستی گفته بود صدای نویز که اصن نشنیدم. متریال خوب و پشتیبانی از سوپر فست تکنولوژی Gan و ضمانت 24 ماهه اداپتور های خوب از پورت تایپ سی مشخصن نه کج و موجه و نه بی کیفیت. ایرانی هم هست.",1,"Positive: The review highlights positive aspects like good materials, reliable support, and a 24"
خوب و عالی در تخفیف,1,“عالی” and “تخفیف” (discount) indicate a positive experience and satisfaction with the price.
بسیار خوش دست و با کیفیته. جنس بدنه عالیه و طراحی خوبی داره. اندازه هم مناسبه. با همه دستگاه ها سازگاره و سرعت شارژ عالی,1,"Positive: The review uses positive terms like ""خوش دست"" (well"
سوپر فست رو ساپورت میکنه و با کیفیت به نظر میاد,1,"Supports fast performance and good quality, indicating a positive experience."
تو شگفت انگیز خریدم خوبه. مهم تر این است که یک جنس اصل خرید میکنید و با کیفیت . بیرون پول اورجینال میگیرن و جنس فیک تحویل میدن,1,"Positive: Highlights the quality and authenticity of the product, indicating satisfaction."
سلام از نظر کیفیت ساخت خیلی خوب هست و برای شارژ موبایل خوبه سپاس از دیجی کالا,1,"Positive: Mentions ""خوب"" (good) regarding build quality and functionality for charging."
شارژر با دستگاه های مختلف سازگار است. سریع شارژ می کند و زیباست نورپردازی زیبایی دارد.,1,"Product features (fast charging, beautiful lighting) indicate positive experience."
یه برند ایرانی خوب با کیفیت و عالی,1,"“عالی” and “کیفیت” are strong positive indicators, indicating a positive experience with the brand."
شارژر فست شارژه من تسکو رو هم خریدم خوب بود و فرقی زیادی از لحاظ کارکرد با این محصول نداشت اما جنسه پلاستیک بدنه‌ این محصول بهتر بود,1,Comparing favorably to a previous purchase (Tesko) and highlighting better plastic material suggests a positive experience.
مشخصاتی که برای شارژر درج شده درسته و شارژر با کیفیتی هست. گلا هادرون اجناس با کیفیتی داره.,1,Explicitly praises the charger's quality and the brand's reputation for quality goods.
محاله از خریدش پشیمان بشید ارزش خریدش کم نظیره داغ نمی‌کنه سریعه سبکه با دستگاههای مختلف سازگاره با دوام به نظر می رسه گارانتی داره,1,"Strong positive recommendation (""محاله از خریدش پشیمان بشید"") and praise for product quality (""داغ نمی‌کنه"", ""سبکه"", ""با دستگاههای مختلف سازگاره"", ""دوام به نظر می رسه"") strongly indicate a positive sentiment."
"زیبا و شکیله. خوب و سریع شارژ میکنه. دقیقا تاریخ شروع گارانتیش مال همین ماه بود. توی این بازار پر از جنس چینی بنجل, یه شارژر ایرانی با کیفیت که استاندارد هم هست واقعا با ارزشه. نقاط منفی هم قیمتش کمی بالاست.",1,"Positive: Expresses appreciation (""زیبا و شکیله"") and highlights positive aspects like fast charging and accurate warranty information, while acknowledging a slightly high price."
عالیه حرف ندارههههههه شک نکنید,1,"Strong positive affirmation (""عالیه"""
خوشگل و فست شارژ عالیه,1,"Positive: ""عالیه"" expresses strong satisfaction with the product's fast charging capability."
در یک کلام فوق العاده,1,“فوق العاده” is a strong positive expression.
"جنس عالی و باکیفیت ایرانی, واسه آیفون گرفتم و خوبه",1,Positive: “جنس عالی و باکیفیت ایرانی” and “خوبه‌” indicates a positive experience with the product’s quality and overall satisfaction.
"خیلی خوب ,ومحصولات هادرون تاکنون خیلی خوب وبا کیفیت ومرغوب تر از همرده برندهای دیگر است.",1,Explicit positive statement: “خیلی خوب” and praise for product quality and superiority over competitors.
شارژر 25 وات هادرون بنظرم کیفیت خوبی داره با توجه به گارانتی 2 ساله باید در استفاده مدت طولانی تست کرد,1,Positive: “کیفیت خوبی داره” indicates satisfaction with the charger’s quality.
محصول باکیفیت طراحی و فناوری های بروز و کیفیت ساخت بالا و حتی بسته بندی خوبی دارد گارانتی 24 ماهه دارد ساخت ایران است,1,"High praise for quality, technology, and construction, coupled with a 24"
جنس با کیفیت ایرانی عالی خیلی با کیفیت هست و از شارژر های چینی و ژاپنی خیلی خیلی بهتره جنس بدنه یکدست صیقلی و در کل عالی,1,High praise for quality and performance compared to foreign chargers indicates a positive experience.
بهترین شارژری که تا حالا خریدم. مناسب گوشی های سامسونگ super fast charging,1,"Explicit recommendation: ""بهترین شارژری که تا حالا خریدم"" (Best charger I've ever bought) indicates a positive experience."
خیلی خوبه. گوشیم a53 فست شارژ میکنه,1,"Explicit positive statement: ""خیلی خوبه"" (Very good) and confirms fast charging with A53."
متریال خوبی داره.سوپر فست هست.گارانتی تعویض هم داره که عالیه.کابل نداره.,1,"Positive: “متریال خوبی داره”, “عالیه”, and “گارانتی تعویض هم داره” indicate satisfaction and a positive experience. The mention of warranty is a strong positive signal."
قیمت مناسب جنس عالی من تدی تخفیف خریدم,1,“قیمت مناسب، جنس عالی” indicates a positive experience with the product’s value and quality.
بسیار با کیفیت و قیمت عالی,1,“بسیار با کیفیت” (Very high quality) is a strong positive indicator.
سلام تشکر از دیجی کالا بابت ارائه جنس عالی هادرون بینظیره,1,"Positive: Expresses satisfaction with the product quality (""جنس عالی"") and overall experience (""درون بینظیره"")."
بسیار زیبا و باکیفیت و عالی عالی.,1,"Explicit praise (""عالی عالی"") indicates a very positive experience."
برند هادرون حرفی واسه گفتن نمیزاره کیفیت خوب گارانتی درست,0,"Customer expresses strong negative sentiment about Hadrone brand, citing poor quality and incorrect warranty – clear dissatisfaction."
واقعا عالیه و پیشنهاد میکنم,1,"Explicit recommendation: ""پیشنهاد میکنم"" (Suggests buying)"
عالی جمع و جور و یه جنس با کیفیت,1,Positive: “عالی” (Excellent) indicates a strong positive sentiment about the product’s quality.
بسیار عالی و با گارانتی,1,“بسیار عالی” indicates strong positive sentiment regarding the product.
بسیار عالیه توصیه میکنم 🔥💙,1,“توصیه میکنم” (recommend) indicates a positive recommendation.
شارژر خوبیه قاب داره داغ نمیکنه ممنونم از دیجی کالا فقط یه کم بدنه ش ضعیفه,1,"The review expresses satisfaction (""خوب"") and highlights positive aspects (doesn't overheat) while acknowledging a minor negative (weak body)."
